Chips Id,Chips Name,Chips Number,Chips Start Event,Chips Stop Event,Chips Chip Type,Chips Overrides Element Types,Chips Overrides Pick Multiplier,Chips Overrides Rules Squad Squadsize,Chips Overrides Element Types Id,Chips Overrides Element Types Plural Name,Chips Overrides Element Types Plural Name Short,Chips Overrides Element Types Singular Name,Chips Overrides Element Types Singular Name Short,Chips Overrides Element Types Squad Select,Chips Overrides Element Types Squad Min Select,Chips Overrides Element Types Squad Max Select,Chips Overrides Element Types Squad Min Play,Chips Overrides Element Types Squad Max Play,Chips Overrides Element Types Ui Shirt Specific,Chips Overrides Element Types Sub Positions Locked,Chips Overrides Element Types Element Count,Events Id,Events Name,Events Deadline Time,Events Release Time,Events Average Entry Score,Events Finished,Events Data Checked,Events Highest Scoring Entry,Events Deadline Time Epoch,Events Deadline Time Game Offset,Events Highest Score,Events Is Previous,Events Is Current,Events Is Next,Events Cup Leagues Created,Events H2h Ko Matches Created,Events Can Enter,Events Can Manage,Events Released,Events Ranked Count,Events Overrides Element Types,Events Overrides Pick Multiplier,Events Chip Plays Chip Name,Events Chip Plays Num Played,Events Most Selected,Events Most Transferred In,Events Top Element,Events Top Element Info Id,Events Top Element Info Points,Events Transfers Made,Events Most Captained,Events Most Vice Captained,Events Chip Plays,Events Top Element Info,Game Settings League Join Private Max,Game Settings League Join Public Max,Game Settings League Max Size Public Classic,Game Settings League Max Size Public H2h,Game Settings League Max Size Private H2h,Game Settings League Max Ko Rounds Private H2h,Game Settings League Prefix Public,Game Settings League Points H2h Win,Game Settings League Points H2h Lose,Game Settings League Points H2h Draw,Game Settings League Ko First Instead Of Random,Game Settings Cup Start Event Id,Game Settings Cup Stop Event Id,Game Settings Cup Qualifying Method,Game Settings Cup Type,Game Settings Featured Entries,Game Settings Element Sell At Purchase Price,Game Settings Percentile Ranks,Game Settings Underdog Differential,Game Settings Squad Squadplay,Game Settings Squad Squadsize,Game Settings Squad Special Min,Game Settings Squad Special Max,Game Settings Squad Team Limit,Game Settings Squad Total Spend,Game Settings Ui Currency Multiplier,Game Settings Ui Use Special Shirts,Game Settings Ui Special Shirt Exclusions,Game Settings Stats Form Days,Game Settings Sys Vice Captain Enabled,Game Settings Transfers Cap,Game Settings Transfers Sell On Fee,Game Settings Max Extra Free Transfers,Game Settings League H2h Tiebreak Stats,Game Settings Timezone,Game Config Settings Entry Per Event,Game Config Settings Timezone,Game Config Rules League Join Private Max,Game Config Rules League Join Public Max,Game Config Rules League Max Size Public Classic,Game Config Rules League Max Size Public H2h,Game Config Rules League Max Size Private H2h,Game Config Rules League Max Ko Rounds Private H2h,Game Config Rules League Prefix Public,Game Config Rules League Points H2h Win,Game Config Rules League Points H2h Lose,Game Config Rules League Points H2h Draw,Game Config Rules League Ko First Instead Of Random,Game Config Rules Cup Start Event Id,Game Config Rules Cup Stop Event Id,Game Config Rules Cup Qualifying Method,Game Config Rules Cup Type,Game Config Rules Featured Entries,Game Config Rules Element Sell At Purchase Price,Game Config Rules Percentile Ranks,Game Config Rules Underdog Differential,Game Config Rules Squad Squadplay,Game Config Rules Squad Squadsize,Game Config Rules Squad Special Min,Game Config Rules Squad Special Max,Game Config Rules Squad Team Limit,Game Config Rules Squad Total Spend,Game Config Rules Ui Currency Multiplier,Game Config Rules Ui Use Special Shirts,Game Config Rules Ui Special Shirt Exclusions,Game Config Rules Stats Form Days,Game Config Rules Sys Vice Captain Enabled,Game Config Rules Transfers Cap,Game Config Rules Transfers Sell On Fee,Game Config Rules Max Extra Free Transfers,Game Config Rules League H2h Tiebreak Stats,Game Config Scoring Long Play,Game Config Scoring Short Play,Game Config Scoring Goals Conceded Def,Game Config Scoring Goals Conceded Fwd,Game Config Scoring Goals Conceded Gkp,Game Config Scoring Goals Conceded Mid,Game Config Scoring Goals Conceded Mng,Game Config Scoring Saves,Game Config Scoring Goals Scored Def,Game Config Scoring Goals Scored Fwd,Game Config Scoring Goals Scored Gkp,Game Config Scoring Goals Scored Mid,Game Config Scoring Goals Scored Mng,Game Config Scoring Assists,Game Config Scoring Clean Sheets Def,Game Config Scoring Clean Sheets Fwd,Game Config Scoring Clean Sheets Gkp,Game Config Scoring Clean Sheets Mid,Game Config Scoring Clean Sheets Mng,Game Config Scoring Penalties Saved,Game Config Scoring Penalties Missed,Game Config Scoring Yellow Cards,Game Config Scoring Red Cards,Game Config Scoring Own Goals,Game Config Scoring Bonus,Game Config Scoring Bps,Game Config Scoring Influence,Game Config Scoring Creativity,Game Config Scoring Threat,Game Config Scoring Ict Index,Game Config Scoring Special Multiplier,Game Config Scoring Mng Goals Scored Def,Game Config Scoring Mng Goals Scored Fwd,Game Config Scoring Mng Goals Scored Gkp,Game Config Scoring Mng Goals Scored Mid,Game Config Scoring Mng Goals Scored Mng,Game Config Scoring Mng Clean Sheets Def,Game Config Scoring Mng Clean Sheets Fwd,Game Config Scoring Mng Clean Sheets Gkp,Game Config Scoring Mng Clean Sheets Mid,Game Config Scoring Mng Clean Sheets Mng,Game Config Scoring Mng Win Def,Game Config Scoring Mng Win Fwd,Game Config Scoring Mng Win Gkp,Game Config Scoring Mng Win Mid,Game Config Scoring Mng Win Mng,Game Config Scoring Mng Draw Def,Game Config Scoring Mng Draw Fwd,Game Config Scoring Mng Draw Gkp,Game Config Scoring Mng Draw Mid,Game Config Scoring Mng Draw Mng,Game Config Scoring Mng Loss,Game Config Scoring Mng Underdog Win Def,Game Config Scoring Mng Underdog Win Fwd,Game Config Scoring Mng Underdog Win Gkp,Game Config Scoring Mng Underdog Win Mid,Game Config Scoring Mng Underdog Win Mng,Game Config Scoring Mng Underdog Draw Def,Game Config Scoring Mng Underdog Draw Fwd,Game Config Scoring Mng Underdog Draw Gkp,Game Config Scoring Mng Underdog Draw Mid,Game Config Scoring Mng Underdog Draw Mng,Phases Id,Phases Name,Phases Start Event,Phases Stop Event,Phases Highest Score,Teams Code,Teams Draw,Teams Form,Teams Id,Teams Loss,Teams Name,Teams Played,Teams Points,Teams Position,Teams Short Name,Teams Strength,Teams Team Division,Teams Unavailable,Teams Win,Teams Strength Overall Home,Teams Strength Overall Away,Teams Strength Attack Home,Teams Strength Attack Away,Teams Strength Defence Home,Teams Strength Defence Away,Teams Pulse Id,Total Players,Element Stats Label,Element Stats Name,Element Types Id,Element Types Plural Name,Element Types Plural Name Short,Element Types Singular Name,Element Types Singular Name Short,Element Types Squad Select,Element Types Squad Min Select,Element Types Squad Max Select,Element Types Squad Min Play,Element Types Squad Max Play,Element Types Ui Shirt Specific,Element Types Sub Positions Locked,Element Types Element Count,Elements Can Transact,Elements Can Select,Elements Chance Of Playing Next Round,Elements Chance Of Playing This Round,Elements Code,Elements Cost Change Event,Elements Cost Change Event Fall,Elements Cost Change Start,Elements Cost Change Start Fall,Elements Dreamteam Count,Elements Element Type,Elements Ep Next,Elements Ep This,Elements Event Points,Elements First Name,Elements Form,Elements Id,Elements In Dreamteam,Elements News,Elements News Added,Elements Now Cost,Elements Photo,Elements Points Per Game,Elements Removed,Elements Second Name,Elements Selected By Percent,Elements Special,Elements Squad Number,Elements Status,Elements Team,Elements Team Code,Elements Total Points,Elements Transfers In,Elements Transfers In Event,Elements Transfers Out,Elements Transfers Out Event,Elements Value Form,Elements Value Season,Elements Web Name,Elements Region,Elements Team Join Date,Elements Has Temporary Code,Elements Opta Code,Elements Minutes,Elements Goals Scored,Elements Assists,Elements Clean Sheets,Elements Goals Conceded,Elements Own Goals,Elements Penalties Saved,Elements Penalties Missed,Elements Yellow Cards,Elements Red Cards,Elements Saves,Elements Bonus,Elements Bps,Elements Influence,Elements Creativity,Elements Threat,Elements Ict Index,Elements Starts,Elements Expected Goals,Elements Expected Assists,Elements Expected Goal Involvements,Elements Expected Goals Conceded,Elements Mng Win,Elements Mng Draw,Elements Mng Loss,Elements Mng Underdog Win,Elements Mng Underdog Draw,Elements Mng Clean Sheets,Elements Mng Goals Scored,Elements Influence Rank,Elements Influence Rank Type,Elements Creativity Rank,Elements Creativity Rank Type,Elements Threat Rank,Elements Threat Rank Type,Elements Ict Index Rank,Elements Ict Index Rank Type,Elements Corners And Indirect Freekicks Order,Elements Corners And Indirect Freekicks Text,Elements Direct Freekicks Order,Elements Direct Freekicks Text,Elements Penalties Order,Elements Penalties Text,Elements Expected Goals Per 90,Elements Saves Per 90,Elements Expected Assists Per 90,Elements Expected Goal Involvements Per 90,Elements Expected Goals Conceded Per 90,Elements Goals Conceded Per 90,Elements Now Cost Rank,Elements Now Cost Rank Type,Elements Form Rank,Elements Form Rank Type,Elements Points Per Game Rank,Elements Points Per Game Rank Type,Elements Selected Rank,Elements Selected Rank Type,Elements Starts Per 90,Elements Clean Sheets Per 90
1,wildcard,1,2,19,transfer,,,,,,,,,,,,,,,,,1,Gameweek 1,2024-08-16T17:30:00Z,,57,TRUE,TRUE,3546234,1723829400,,127,,,,,,,,TRUE,8597356,,,bboost,144974,401,27,328,328,14,,351,351,,,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",UTC,,UTC,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",2,1,-1,,-1,,,1,6,4,10,5,,3,4,,4,1,,5,-2,-1,-3,-2,1,,,,,,1,,,,,1,,,,,2,,,,,6,,,,,3,,,,,,10,,,,,5,1,Overall,1,38,1775,3,,,1,,Arsenal,,,2,ARS,4,,,,1235,1335,1220,1370,1250,1300,1,11289716,Minutes played,minutes,1,Goalkeepers,GKP,Goalkeeper,GKP,2,,,1,1,TRUE,12,80,TRUE,,,,438098,,,-1,1,,3,0,0,,Fábio,0,1,,Has joined Portuguese side FC Porto on loan for the 2024/25 season,2024-08-29T11:06:25.241953Z,54,438098.jpg,0,,Ferreira Vieira,0,,,u,1,3,,439,,2808,1,0,0,Fábio Vieira,,,,p438098,,,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,,,,,,,758,326,757,326,754,324,758,326,,,,,,,,,,,,,136,82,738,315,758,326,690,289,,
2,wildcard,1,20,38,transfer,,,,,,,,,,,,,,,,,2,Gameweek 2,2024-08-24T10:00:00Z,,69,TRUE,TRUE,9442126,1724493600,,154,,,,TRUE,TRUE,,,TRUE,9543353,,,bboost,118782,401,594,177,177,20,13364453,351,401,,,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",UTC,,UTC,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",2,1,-1,,-1,,,1,6,4,10,5,,3,4,,4,1,,5,-2,-1,-3,-2,1,,,,,,1,,,,,1,,,,,2,,,,,6,,,,,3,,,,,,10,,,,,5,2,August,1,3,309,7,,,2,,Aston Villa,,,8,AVL,3,,,,1110,1215,1080,1160,1140,1270,2,11289716,Goals scored,goals_scored,2,Defenders,DEF,Defender,DEF,5,,,3,5,TRUE,12,256,TRUE,TRUE,,,205651,,,-4,4,2,4,0,0,,Gabriel,0,2,,Knee injury - Unknown return date,2025-01-12T22:00:07.802845Z,66,205651.jpg,2.5,,Fernando de Jesus,1.3,,,i,1,3,42,1237498,67,1384216,5730,0,6.4,G.Jesus,30,2022-07-04,,p205651,600,3,2,2,5,,,,4,,,6,152,154.4,119.5,255,52.6,6,3.05,0.52,3.57,5.82,,,,,,,,274,26,210,25,82,26,201,26,,,,,,,0.46,,0.08,0.54,0.87,0.75,40,19,763,76,199,24,185,31,0.9,0.3
3,freehit,1,2,38,transfer,,,,,,,,,,,,,,,,,3,Gameweek 3,2024-08-31T10:00:00Z,,64,TRUE,TRUE,430195,1725098400,,130,,,,TRUE,TRUE,,,TRUE,9912161,,,bboost,87334,351,177,328,328,17,23723836,351,328,,,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",UTC,,UTC,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",2,1,-1,,-1,,,1,6,4,10,5,,3,4,,4,1,,5,-2,-1,-3,-2,1,,,,,,1,,,,,1,,,,,2,,,,,6,,,,,3,,,,,,10,,,,,5,3,September,4,6,301,91,,,3,,Bournemouth,,,7,BOU,4,,,,1195,1215,1130,1170,1260,1260,127,11289716,Assists,assists,3,Midfielders,MID,Midfielder,MID,5,,,2,5,TRUE,12,333,TRUE,TRUE,100,100,226597,-1,1,3,-3,2,2,3.3,2.8,2,Gabriel,2.8,3,TRUE,Knee injury - Unknown return date,2024-11-27T10:30:06.325759Z,63,226597.jpg,4.3,,dos Santos Magalhães,27.8,,,a,1,3,94,4258650,51148,2805976,14317,0.4,14.9,Gabriel,30,2020-09-01,,p226597,1898,3,2,7,20,,,,3,,,8,353,496.4,170.8,272,94,22,2.56,1.03,3.59,19.52,,,,,,,,46,14,163,36,75,3,84,13,,,,,,,0.12,,0.05,0.17,0.93,0.95,53,3,136,37,40,4,9,3,1.04,0.33
4,bboost,1,1,38,team,,,,,,,,,,,,,,,,,4,Gameweek 4,2024-09-14T10:00:00Z,,51,TRUE,TRUE,3560750,1726308000,,120,,,,TRUE,TRUE,,,TRUE,10178753,,,bboost,83637,351,129,185,185,15,25930392,351,328,,,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",UTC,,UTC,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",2,1,-1,,-1,,,1,6,4,10,5,,3,4,,4,1,,5,-2,-1,-3,-2,1,,,,,,1,,,,,1,,,,,2,,,,,6,,,,,3,,,,,,10,,,,,5,4,October,7,9,267,94,,,4,,Brentford,,,11,BRE,3,,,,1100,1195,1080,1080,1120,1310,130,11289716,Clean sheets,clean_sheets,4,Forwards,FWD,Forward,FWD,3,,,1,3,TRUE,12,81,TRUE,TRUE,100,100,219847,-1,1,-2,2,1,4,6,5.5,12,Kai,5.5,4,TRUE,Knee injury - Unknown return date,2025-01-02T08:00:08.350130Z,78,219847.jpg,4.6,,Havertz,7.8,,,a,1,3,96,2569127,41438,3278827,7006,0.7,12.3,Havertz,80,2023-06-28,,p219847,1839,9,3,7,20,,,,4,,,14,340,467.2,257,701,142.6,21,9.39,1.63,11.02,19,,,,,,,,56,8,101,10,9,5,23,7,,,,,3,,0.46,,0.08,0.54,0.93,0.98,13,4,27,5,27,9,47,10,1.03,0.34
5,3xc,1,1,38,team,,,,,,,,,,,,,,,,,5,Gameweek 5,2024-09-21T10:00:00Z,,58,TRUE,TRUE,1773336,1726912800,,131,,,,TRUE,TRUE,,,TRUE,10279610,,,bboost,66447,351,58,180,180,16,13036058,351,351,,,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",UTC,,UTC,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",2,1,-1,,-1,,,1,6,4,10,5,,3,4,,4,1,,5,-2,-1,-3,-2,1,,,,,,1,,,,,1,,,,,2,,,,,6,,,,,3,,,,,,10,,,,,5,5,November,10,13,362,36,,,5,,Brighton,,,10,BHA,3,,,,1140,1150,1120,1140,1160,1160,131,11289716,Goals conceded,goals_conceded,5,Managers,MNG,Manager,MNG,3,,,1,3,TRUE,12,20,TRUE,TRUE,100,100,463748,-1,1,-2,2,1,1,0,0,12,Karl,0,5,TRUE,Loaned to Real Valladolid,2024-08-14T08:31:46.556082Z,40,463748.jpg,0,,Hein,0,,,u,1,3,96,2569127,41438,4414,14,0,0,Hein,80,2023-06-28,,p463748,1839,9,3,7,20,,,,4,,,14,340,0,0,0,0,21,0,0,0,0,,,,,,,,574,64,556,46,517,32,575,64,,,,,3,,0.46,,0.08,0.54,0.93,0.98,654,55,469,57,579,64,605,69,1.03,0.34
6,manager,1,24,38,transfer,,,16,5,Managers,MNG,Manager,MNG,1,,,,,TRUE,16,20,6,Gameweek 6,2024-09-28T10:00:00Z,,50,TRUE,TRUE,7479996,1727517600,,142,,,,TRUE,TRUE,,,TRUE,10369689,,,bboost,62665,351,327,182,182,25,21036913,351,328,,,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",UTC,,UTC,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",2,1,-1,,-1,,,1,6,4,10,5,,3,4,,4,1,,5,-2,-1,-3,-2,1,,,,,,1,,,,,1,,,,,2,,,,,6,,,,,3,,,,,,10,,,,,5,6,December,14,19,551,8,,,6,,Chelsea,,,6,CHE,4,,,,1230,1235,1150,1150,1310,1320,4,11289716,Own goals,own_goals,5,Managers,MNG,Manager,MNG,3,,,1,3,TRUE,12,20,TRUE,TRUE,100,100,445122,-1,1,1,-1,2,2,2.7,2.2,1,Jurriën,2.2,6,TRUE,Loaned to Real Valladolid,2025-01-12T22:00:07.815228Z,56,445122.jpg,3.5,,Timber,4.3,,,a,1,3,73,1231505,9802,900293,6015,0.4,13,J.Timber,152,2023-07-14,,p445122,1755,1,1,7,16,,,,7,,,5,274,276.2,221.9,187,68.3,20,0.75,1.01,1.76,15.51,,,,,,,,172,64,127,27,121,9,133,35,,,,,3,,0.04,,0.05,0.09,0.8,0.82,103,10,173,52,95,21,84,30,1.03,0.36
6,manager,1,24,38,transfer,,,16,5,Managers,MNG,Manager,MNG,1,,,,,TRUE,16,20,7,Gameweek 7,2024-10-05T10:00:00Z,,46,TRUE,TRUE,759474,1728122400,,130,,,,TRUE,TRUE,,,TRUE,10466714,,,bboost,54778,351,182,512,512,18,14594461,351,328,,,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",UTC,,UTC,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",2,1,-1,,-1,,,1,6,4,10,5,,3,4,,4,1,,5,-2,-1,-3,-2,1,,,,,,1,,,,,1,,,,,2,,,,,6,,,,,3,,,,,,10,,,,,5,7,January,20,23,399,31,,,7,,Crystal Palace,,,12,CRY,3,,,,1130,1130,1140,1140,1120,1120,6,11289716,Penalties saved,penalties_saved,5,Managers,MNG,Manager,MNG,3,,,1,3,TRUE,12,20,TRUE,TRUE,100,100,85955,-1,1,-3,3,2,3,0.5,0,1,Jorge Luiz,0,7,TRUE,Loaned to Real Valladolid,2025-01-12T22:00:07.826638Z,47,85955.jpg,1.3,,Frello Filho,0.2,,,a,1,3,13,29251,223,46626,380,0,2.8,Jorginho,106,2023-01-31,,p85955,456,1,1,1,5,,,,3,,,5,82,35.8,64.7,3,10.4,6,0.04,0.47,0.51,4.27,,,,,,,,400,180,287,174,423,222,388,189,,,,,3,,0.01,,0.09,0.1,0.84,0.99,327,213,670,272,380,179,346,111,1.18,0.2
6,manager,1,24,38,transfer,,,16,5,Managers,MNG,Manager,MNG,1,,,,,TRUE,16,20,8,Gameweek 8,2024-10-19T10:00:00Z,,36,TRUE,TRUE,5482232,1729332000,,98,,,,TRUE,TRUE,,,TRUE,10552679,,,bboost,65446,351,491,228,228,14,11911632,351,328,,,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",UTC,,UTC,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",2,1,-1,,-1,,,1,6,4,10,5,,3,4,,4,1,,5,-2,-1,-3,-2,1,,,,,,1,,,,,1,,,,,2,,,,,6,,,,,3,,,,,,10,,,,,5,8,February,24,27,146,11,,,8,,Everton,,,16,EVE,3,,,,1095,1125,1130,1140,1070,1100,7,11289716,Penalties missed,penalties_missed,5,Managers,MNG,Manager,MNG,3,,,1,3,TRUE,12,20,TRUE,TRUE,100,100,440854,-1,1,-2,2,2,2,0.5,0,1,Jakub,0,8,TRUE,Loaned to Real Valladolid,2025-01-12T22:00:07.826638Z,48,440854.jpg,1.6,,Kiwior,0.2,,,a,1,3,13,25363,169,35669,241,0,2.7,Kiwior,172,2023-01-23,,p440854,323,1,1,1,5,,,,3,,,5,39,49.2,13.7,0,6.3,2,0,0.03,0.03,4.45,,,,,,,,385,133,399,137,717,254,419,140,,,,,3,,0.01,,0.01,0.01,1.24,1.39,318,40,688,248,336,107,385,132,0.56,0.28
6,manager,1,24,38,transfer,,,16,5,Managers,MNG,Manager,MNG,1,,,,,TRUE,16,20,9,Gameweek 9,2024-10-25T17:30:00Z,,54,TRUE,TRUE,2039494,1729877400,,117,,,,TRUE,TRUE,,,TRUE,10594653,,,bboost,51136,351,99,99,99,15,10882045,351,182,,,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",UTC,,UTC,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",2,1,-1,,-1,,,1,6,4,10,5,,3,4,,4,1,,5,-2,-1,-3,-2,1,,,,,,1,,,,,1,,,,,2,,,,,6,,,,,3,,,,,,10,,,,,5,9,March,28,29,146,54,,,9,,Fulham,,,9,FUL,3,,,,1150,1150,1150,1150,1150,1150,34,11289716,Yellow cards,yellow_cards,5,Managers,MNG,Manager,MNG,3,,,1,3,TRUE,12,20,TRUE,TRUE,100,100,444145,-1,1,-3,3,1,3,4.5,4,5,Gabriel,4,9,TRUE,Loaned to Real Valladolid,2024-10-18T16:00:06.884775Z,67,444145.jpg,4,,Martinelli Silva,3.4,,,a,1,3,89,1116415,15394,1098652,5928,0.6,13.3,Martinelli,30,2019-07-15,,p444145,1452,6,3,7,15,,,,1,,,6,283,389.4,356.9,570,131.6,16,4.04,2.96,7,14.75,,,,,,,,103,37,62,48,24,13,37,25,,,,,3,,0.25,,0.18,0.43,0.91,0.93,38,19,68,28,57,29,98,29,0.99,0.43
6,manager,1,24,38,transfer,,,16,5,Managers,MNG,Manager,MNG,1,,,,,TRUE,16,20,10,Gameweek 10,2024-11-02T11:00:00Z,,39,TRUE,TRUE,1689659,1730545200,,111,,,,TRUE,TRUE,,,TRUE,10648436,,,bboost,75823,351,99,82,82,16,11763382,351,182,,,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",UTC,,UTC,30,5,20,16,16,3,League,3,,1,,,,,,,,"1,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,95,90,95",5,11,15,,,3,1000,10,,,30,TRUE,20,0.5,4,"+goals_scored,-goals_conceded",2,1,-1,,-1,,,1,6,4,10,5,,3,4,,4,1,,5,-2,-1,-3,-2,1,,,,,,1,,,,,1,,,,,2,,,,,6,,,,,3,,,,,,10,,,,,5,10,April,30,34,146,40,,,10,,Ipswich,,,19,IPS,3,,,,1075,1075,1070,1070,1080,1080,8,11289716,Red cards,red_cards,5,Managers,MNG,Manager,MNG,3,,,1,3,TRUE,12,20,TRUE,TRUE,100,100,499175,-1,1,-3,3,1,3,2.3,1.8,6,Ethan,1.8,12,TRUE,Loaned to Real Valladolid,2025-01-04T22:00:06.872110Z,45,499175.jpg,2.1,,Nwaneri,0.7,,,a,1,3,30,151585,11103,106105,1159,0.4,6.7,Nwaneri,241,2022-09-17,,p499175,281,3,3,7,1,,,,1,,,1,110,136.8,82.3,80,29.9,3,0.56,0.43,0.99,2.04,,,,,,,,293,130,257,158,230,130,293,147,,,,,3,,0.18,,0.14,0.32,0.65,0.32,426,265,203,87,262,115,235,72,0.96,0.43
